cenario_sem_he,round,acc_sem_he,f1_sem_he,auc_sem_he,tempo_seg_sem_he,bytes_transmitidos_sem_he,cenario_com_ckks,acc_com_ckks,f1_com_ckks,auc_com_ckks,tempo_seg_com_ckks,bytes_transmitidos_com_ckks,overhead_tempo_seg,overhead_bytes
FL_sem_HE,1,0.7467811158798283,0.0,0.3646015975063316,7.661824941635132,76880,FL_com_CKKS,0.45493562231759654,0.45021645021645024,0.6008182349503215,0.12525439262390137,1671298,-7.5365705490112305,1594418
FL_sem_HE,2,0.7467811158798283,0.0,0.37414767192674847,0.06470441818237305,76880,FL_com_CKKS,0.7467811158798283,0.0,0.36192285213325537,0.13382291793823242,1671094,0.06911849975585938,1594214
FL_sem_HE,3,0.7467811158798283,0.0,0.36908240794856806,0.05443549156188965,76880,FL_com_CKKS,0.7467811158798283,0.0,0.3630430547438145,0.12738561630249023,1671618,0.07295012474060059,1594738
FL_sem_HE,4,0.7467811158798283,0.0,0.38057666082213126,0.05554318428039551,76880,FL_com_CKKS,0.7467811158798283,0.0,0.363822326125073,0.11809968948364258,1670480,0.06255650520324707,1593600
FL_sem_HE,5,0.7467811158798283,0.0,0.40716929670757834,0.06336212158203125,76880,FL_com_CKKS,0.7467811158798283,0.0,0.3623124878238847,0.13016319274902344,1672249,0.06680107116699219,1595369
