bytes_B_to_A,bytes_client_to_B,client_crypto_ms_total,client_train_ms_total,latency_round_ms,round,scenario,serverB_ms,val_accuracy,val_auc,val_f1
941550,6685423,268.4123110011569,80.2148010043311,524.6677819959586,1,hybrid,51.98766799730947,0.48625,0.6657775337020619,0.29259896729776247
941318,6685376,264.32983999256976,54.96865899476688,464.94887900189497,2,hybrid,33.55138999904739,0.775,0.6565462414519019,0.3233082706766917
941427,6686921,277.6702760020271,55.27505199279403,493.0025149951689,3,hybrid,32.70980700472137,0.84125,0.6599066410387165,0.11188811188811189
941271,6685794,257.4454080022406,57.09164200379746,461.9361519944505,4,hybrid,32.574501005001366,0.85875,0.6854822892558741,0.096
941471,6685185,273.00623200426344,72.22010699479142,498.79822300135856,5,hybrid,32.91521399660269,0.86125,0.7207337962054944,0.0975609756097561
