bytes_B_to_A,bytes_client_to_B,client_crypto_ms_total,client_train_ms_total,latency_round_ms,round,scenario,serverB_ms,val_accuracy,val_auc,val_f1
0,517160,0.0,57.42405699857045,68.98199900024338,1,baseline,0.21061699953861535,0.48625,0.6657775337020619,0.29259896729776247
0,517160,0.0,49.19724700448569,65.21348700334784,2,baseline,0.3333229979034513,0.775,0.6565462414519019,0.3233082706766917
0,517160,0.0,54.34715501178289,65.92231200193055,3,baseline,0.22699799592373893,0.84125,0.6599066410387165,0.11188811188811189
0,517160,0.0,55.396596995706204,66.86266299948329,4,baseline,0.2889519964810461,0.85875,0.6854822892558741,0.096
0,517160,0.0,48.6423409965937,59.938493999652565,5,baseline,0.23974099894985557,0.86125,0.7207337962054944,0.0975609756097561
